DATE,SEGMENT,MODELLREIHE,INSGESAMT,CO2-EMISSION IN G/KM,BENZIN,CO2-EMISSION IN G/KM1,KRAFTSTOFFVERBRAUCH IN L/100 KM,DIESEL,CO2-EMISSION IN G/KM2,KRAFTSTOFFVERBRAUCH IN L/100 KM1,ERDGAS (CNG) (EINSCHL. BIVALENT),FLUSSIGGAS (LPG) (EINSCHL. BIVALENT),HYBRID,DAR. PLUG-IN,ELEKTRO (BEV)
202501,GELÄNDEWAGEN,BMW X5,999.0,123,,,,,,,,,999,463,
202501,GELÄNDEWAGEN,BMW X6,234.0,214.1,,,,,,,,,234,,
202501,GELÄNDEWAGEN,BMW X7,279.0,228.5,,,,,,,,,279,,
202501,GELÄNDEWAGEN,CADILLAC ESCALADE,12.0,,10,,,,,,,2,,,
202501,GELÄNDEWAGEN,HYUNDAI SANTA FE,292.0,98.8,,,,,,,,,292,147,
202501,GELÄNDEWAGEN,INEOS GRENADIER,21.0,301.2,1,327,14.1,20,299.95,11.3,,,,,
202501,GELÄNDEWAGEN,JAGUAR E-PACE,2.0,188,,,,,,,,,2,,
202501,GELÄNDEWAGEN,JAGUAR F-PACE,75.0,175.1,1,274,11.8,,,,,,74,9,
202501,GELÄNDEWAGEN,JEEP COMPASS,332.0,123.2,,,,,,,,,332,17,
202501,GELÄNDEWAGEN,JEEP GRAND CHEROKEE,6.0,62.7,,,,,,,,,6,6,
202501,GELÄNDEWAGEN,JEEP RENEGADE,70.0,114.7,,,,,,,,,70,11,
202501,GELÄNDEWAGEN,JEEP WRANGLER,99.0,258,97,258,11.1,,,,,,2,,
202501,GELÄNDEWAGEN,KIA SORENTO,158.0,150.5,,,,93,172,6.5,,,65,22,
202501,GELÄNDEWAGEN,LAMBORGHINI URUS,57.0,313.9,54,319.5,13.8,,,,,,3,3,
202501,GELÄNDEWAGEN,LAND ROVER DEFENDER,310.0,232.8,29,321.6,13.9,,,,,,281,7,
202501,GELÄNDEWAGEN,LAND ROVER DISCOVERY,49.0,217.2,,,,,,,,,49,,
202501,GELÄNDEWAGEN,LAND ROVER DISCOVERY SPORT,88.0,144.3,,,,,,,,,88,27,
202501,GELÄNDEWAGEN,LAND ROVER RANGE ROVER,186.0,184.7,1,279,12,,,,,,185,44,
202501,GELÄNDEWAGEN,LAND ROVER RANGE ROVER EVOQUE,218.0,151.1,,,,,,,,,218,37,
202501,GELÄNDEWAGEN,LAND ROVER RANGE ROVER SPORT,204.0,118.3,,,,1,195,7.4,,,203,98,
202501,GELÄNDEWAGEN,LAND ROVER RANGE ROVER VELAR,167.0,164.7,19,217.1,9.4,,,,,,148,40,
202501,GELÄNDEWAGEN,MERCEDES G-KLASSE,812.0,267.8,7,396,17.1,,,,,,744,,61
202501,GELÄNDEWAGEN,"MERCEDES GL-KLASSE, GLS",191.0,250.7,,,,1,248,9.4,,,190,,
202501,GELÄNDEWAGEN,"MERCEDES ML-KLASSE, GLE",839.0,100.6,1,240,10.3,1,,,,,837,501,
202501,GELÄNDEWAGEN,NISSAN X-TRAIL,430.0,144.5,,,,,,,,,430,,
202501,GELÄNDEWAGEN,PORSCHE CAYENNE,494.0,137.4,208,278.9,12,,,,,,286,286,
202501,GELÄNDEWAGEN,PORSCHE MACAN,519.0,3.7,9,239.25,10.3,,,,,,,,510
202501,GELÄNDEWAGEN,SKODA KODIAQ,2092.0,114.4,7,179.1,7.7,1159,157.4,5.9,,,926,587,
202501,GELÄNDEWAGEN,SSANGYONG REXTON,43.0,213.8,,,,43,213.8,8.1,,,,,
202501,GELÄNDEWAGEN,SUBARU FORESTER,108.0,183.4,,,,,,,,,108,,
202501,GELÄNDEWAGEN,SUZUKI JIMNY,1.0,,1,,,,,,,,,,
202501,GELÄNDEWAGEN,TOYOTA LANDCRUISER,183.0,276,1,,,182,276,10.4,,,,,
202501,GELÄNDEWAGEN,VOLVO XC40,691.0,116.2,,,,,,,,,529,,162
202501,GELÄNDEWAGEN,VOLVO XC60,2783.0,97.8,1,166,7.2,,,,,,2782,1482,
202501,GELÄNDEWAGEN,VOLVO XC90,755.0,40.2,,,,,,,,,755,718,
202501,GELÄNDEWAGEN,VW TIGUAN,6657.0,140.8,682,187.3,8.1,3130,160.3,6,,,2845,957,
202501,GELÄNDEWAGEN,VW TOUAREG,458.0,204.5,16,258.0625,11.1,397,218.8,8.3,,,45,45,
202501,SPORTWAGEN,ALPINE A110,28.0,155.6,28,155.6,6.7,,,,,,,,
202501,SPORTWAGEN,AUDI R8,2.0,316,2,316,13.6,,,,,,,,
202501,SPORTWAGEN,AUDI TT,3.0,166,3,166,7.2,,,,,,,,
202501,SPORTWAGEN,BMW Z4,128.0,171.2,128,171.2,7.4,,,,,,,,
202501,SPORTWAGEN,FERRARI 12CILINDRI,16.0,361.125,16,361.125,15.6,,,,,,,,
202501,SPORTWAGEN,FERRARI 296,42.0,159.5,,,,,,,,,42,42,
202501,SPORTWAGEN,FERRARI ROMA,17.0,258,17,258,11.1,,,,,,,,
202501,SPORTWAGEN,FERRARI SF90,19.0,190,,,,,,,,,19,19,
202501,SPORTWAGEN,FORD MUSTANG,123.0,279.7,123,279.7,12.1,,,,,,,,
202501,SPORTWAGEN,LEXUS LC,4.0,275,4,275,11.9,,,,,,,,
202501,SPORTWAGEN,LOTUS EMIRA,17.0,208,17,208,9,,,,,,,,
202501,SPORTWAGEN,MASERATI GRANTURISMO,4.0,171.75,3,229,9.9,,,,,,,,1
202501,SPORTWAGEN,MERCEDES AMG GT,69.0,283.2,48,315.7,13.6,,,,,,21,10,
202501,SPORTWAGEN,MERCEDES SL,33.0,266.8,20,300.9,13,,,,,,13,3,
202501,SPORTWAGEN,MG ROEWE CYBERSTER,49.0,,,,,,,,,,,,49
202501,SPORTWAGEN,PORSCHE 911,859.0,255.3,509,265.3,11.4,,,,,,350,,
202501,SPORTWAGEN,PORSCHE BOXSTER,7.0,207.6,7,207.6,8.9,,,,,,,,
202501,SPORTWAGEN,PORSCHE CAYMAN,45.0,272.5,45,272.5,11.7,,,,,,,,
202501,SPORTWAGEN,SUBARU BRZ,17.0,199.8,17,199.8,8.6,,,,,,,,
202501,SPORTWAGEN,TOYOTA GR 86,3.0,200,3,200,8.6,,,,,,,,
202501,SPORTWAGEN,TOYOTA SUPRA,9.0,187.2,9,187.2,8.1,,,,,,,,
202501,SPORTWAGEN,SONSTIGE,14.0,,14,,,,,,,,,,
202501,MINI-VANS,KIA SOUL,7.0,,,,,,,,,,,,7
202501,MINI-VANS,MERCEDES B-KLASSE,1024.0,131.8,,,,195,136.7,5.2,,,829,74,
202501,MINI-VANS,PEUGEOT 3008,664.0,115.9,2,142.5,6.1,2,143.5,5.4,,,608,3,52
202501,MINI-VANS,RENAULT SCENIC,143.0,,,,,,,,,,,,143
202501,GROSSRAUM-VANS,DACIA JOGGER,1201.0,122.6,660,130.3,5.6,,,,,305,236,,
202501,GROSSRAUM-VANS,FIAT ULYSSE,1.0,,,,,,,,,,,,1
202501,GROSSRAUM-VANS,LEXUS LM,24.0,163,,,,,,,,,24,,
202501,GROSSRAUM-VANS,MERCEDES V-KLASSE,2198.0,189.7,,,,1992,206.5,7.8,,,24,,182
202501,GROSSRAUM-VANS,PEUGEOT 5008,247.0,110.8,,,,41,146.6,5.5,,,161,,45
202501,GROSSRAUM-VANS,RENAULT ESPACE,126.0,108.2,,,,,,,,,126,,
202501,GROSSRAUM-VANS,VW TOURAN,1276.0,150.4,705,151.8,6.5,571,148.7,5.6,,,,,
202501,UTILITIES,CITROEN BERLINGO,479.0,137.7,148,143.9,6.2,304,146.9,5.5,,,,,27
202501,UTILITIES,CITROEN JUMPER,14.0,247.3,,,,14,247.3,9.3,,,,,
202501,UTILITIES,CITROEN JUMPY,212.0,181,,,,199,192.8,7.3,,,,,13
202501,UTILITIES,FIAT DUCATO,22.0,246.8,,,,22,246.8,9.3,,,,,
202501,UTILITIES,FORD TRANSIT CONNECT,405.0,139,132,154.9,6.7,240,147.7,5.6,,,33,33,
202501,UTILITIES,FORD TRANSIT COURIER,339.0,154.9,339,154.9,6.7,,,,,,,,
202501,UTILITIES,FORD TRANSIT CUSTOM,1960.0,186.5,,,,1615,209.9,7.9,,,317,317,28
202501,UTILITIES,"FORD TRANSIT, TOURNEO",150.0,234.4,,,,150,234.4,8.8,,,,,
202501,UTILITIES,HYUNDAI STARIA,27.0,182,,,,5,224,8.5,,,22,,
202501,UTILITIES,IVECO DAILY,4.0,,,,,3,,,,,,,1
202501,UTILITIES,MAN TGE,71.0,249.1,,,,71,249.1,9.4,,,,,
202501,UTILITIES,MERCEDES CITAN,589.0,131.6,273,159.1,6.9,242,141,5.3,,,,,74
202501,UTILITIES,MERCEDES SPRINTER,256.0,127.9,,,,245,244.1,9.2,,,,,10
202501,UTILITIES,MERCEDES VITO,477.0,188.8,,,,468,192.6,7.3,,,,,9
202501,UTILITIES,NISSAN PRIMASTAR,65.0,184.2,,,,65,184.2,6.9,,,,,
202501,UTILITIES,NISSAN TOWNSTAR,226.0,148.8,216,155.9,6.7,,,,,,,,10
202501,UTILITIES,OPEL COMBO,105.0,83.1,8,142,6.1,52,145.9,5.5,,,,,45
202501,UTILITIES,OPEL MOVANO,2.0,271,,,,2,271,10.2,,,,,
202501,UTILITIES,OPEL ZAFIRA LIFE,77.0,78.4,,,,32,192.3,7.3,,,,,45
202501,UTILITIES,PEUGEOT BOXER,1.0,238,,,,1,238,9,,,,,
202501,UTILITIES,PEUGEOT EXPERT,48.0,148.9,,,,37,193.2,7.3,,,,,11
202501,UTILITIES,PEUGEOT RIFTER,46.0,53.2,1,157,6.8,15,152.8,5.8,,,,,30
202501,UTILITIES,RENAULT KANGOO,285.0,147.2,216,157.3,6.8,57,140.6,5.3,,,,,12
202501,UTILITIES,RENAULT TRAFIC,91.0,188.2,,,,91,188.2,7.1,,,,,
202501,UTILITIES,TOYOTA PROACE,377.0,158.3,54,145.9,6.3,296,175.2,6.6,,,,,27
202501,UTILITIES,VW CADDY,1890.0,144.2,606,153.1,6.6,1222,146.3,5.5,,,62,62,
202501,UTILITIES,VW CRAFTER,62.0,242.4,,,,62,242.4,9.1,,,,,
202501,UTILITIES,VW ID. BUZZ,390.0,,,,,,,,,,,,390
202501,UTILITIES,VW TRANSPORTER,2527.0,172.8,397,202.9,8.7,2030,174.8,6.6,,,74,74,26
202501,WOHNMOBILE,CITROEN JUMPER,497.0,258,3,286,12.3,493,257.9,9.7,,1,,,
202501,WOHNMOBILE,CITROEN JUMPY,53.0,202.4,,,,52,206.7,7.8,,,,,1
202501,WOHNMOBILE,FIAT DUCATO,1325.0,259.7,2,277.5,12,1323,259.6,9.8,,,,,
202501,WOHNMOBILE,FIAT SCUDO,1.0,189,,,,1,189,7.1,,,,,
202501,WOHNMOBILE,FORD TRANSIT CUSTOM,114.0,236.2,1,225,9.7,112,236.7,8.9,,,,,
202501,WOHNMOBILE,"FORD TRANSIT, TOURNEO",281.0,296.3,2,325,14,279,295.6,11.2,,,,,
202501,WOHNMOBILE,IVECO DAILY,50.0,,,,,50,,,,,,,
202501,WOHNMOBILE,IVECO EUROCARGO,1.0,,,,,1,,,,,,,
202501,WOHNMOBILE,MAN TGE,33.0,293,,,,33,293,11.1,,,,,
202501,WOHNMOBILE,MAN TGS,1.0,,,,,1,,,,,,,
202501,WOHNMOBILE,MAN TGX,1.0,,,,,1,,,,,,,
202501,WOHNMOBILE,MERCEDES ACTROS,3.0,,,,,3,,,,,,,
202501,WOHNMOBILE,MERCEDES AROCS,2.0,,,,,2,,,,,,,
202501,WOHNMOBILE,MERCEDES ATEGO,1.0,,,,,1,,,,,,,
202501,WOHNMOBILE,MERCEDES SPRINTER,296.0,352,1,,,295,352,13.3,,,,,
202501,WOHNMOBILE,MERCEDES V-KLASSE,130.0,215.4,,,,130,215.4,8.1,,,,,
202501,WOHNMOBILE,MERCEDES VITO,20.0,208.5,,,,20,208.5,7.9,,,,,
202501,WOHNMOBILE,NISSAN PRIMASTAR,6.0,250.4,,,,6,250.4,9.4,,,,,
202501,WOHNMOBILE,OPEL MOVANO,20.0,232.9,,,,20,232.9,8.8,,,,,
202501,WOHNMOBILE,OPEL VIVARO,3.0,207,,,,3,207,7.8,,,,,
202501,WOHNMOBILE,OPEL ZAFIRA LIFE,30.0,208,,,,30,208,7.8,,,,,
202501,WOHNMOBILE,PEUGEOT BOXER,109.0,267,,,,109,267,10.1,,,,,
202501,WOHNMOBILE,PEUGEOT EXPERT,8.0,202.125,,,,8,202.125,7.6,,,,,
202501,WOHNMOBILE,RENAULT MASTER,38.0,316.7,,,,38,316.7,11.9,,,,,
202501,WOHNMOBILE,RENAULT TRAFIC,24.0,236.625,1,254,10.9,23,235.5,8.9,,,,,
202501,WOHNMOBILE,TOYOTA LANDCRUISER,1.0,275,,,,1,275,10.4,,,,,
202501,WOHNMOBILE,TOYOTA PROACE,3.0,197,,,,3,197,7.4,,,,,
202501,WOHNMOBILE,VOLVO FH,1.0,,,,,1,,,,,,,
202501,WOHNMOBILE,VW CADDY,14.0,152,5,155.5,6.7,9,150.4,5.7,,,,,
202501,WOHNMOBILE,VW CRAFTER,145.0,312.1,,,,145,312.1,11.8,,,,,
202501,WOHNMOBILE,VW TRANSPORTER,325.0,199.6,18,209.7,9,307,198.8,7.5,,,,,
202501,WOHNMOBILE,SONSTIGE,46.0,247.5,,,,46,247.5,9.3,,,,,
202501,SONSTIGE,SONSTIGE,1425.0,130.4,740,265.4,11.4,37,213.625,8.1,,16,246,77,385
202502,MINIS,DACIA SPRING,319.0,,,,,,,,,,,,319
202502,MINIS,FIAT 500,98.0,7,2,163,7,,,,,,3,,93
202502,MINIS,FIAT PANDA,301.0,112.7,,,,,,,,,299,,2
202502,MINIS,HYUNDAI I 10,1197.0,118.8,1197,118.8,5.1,,,,,,,,
202502,MINIS,KIA PICANTO,881.0,119.1,881,119.1,5.1,,,,,,,,
202502,MINIS,LANCIA YPSILON,1.0,,,,,,,,,,,,1
202502,MINIS,LEAPMOTOR T03,167.0,,,,,,,,,,,,167
202502,MINIS,RENAULT TWINGO,2.0,,,,,,,,,,,,2
202502,MINIS,TOYOTA AYGO,1214.0,110.4,1214,110.4,4.8,,,,,,,,
202502,MINIS,VW UP,12.0,9.7,1,116,5,,,,,,,,11
202502,KLEINWAGEN,ALPINE A290,6.0,,,,,,,,,,,,6
202502,KLEINWAGEN,AUDI A1,955.0,129.6,955,129.6,5.6,,,,,,,,
202502,KLEINWAGEN,CITROEN C3,888.0,105.1,733,127.4,5.5,,,,,,1,,154
202502,KLEINWAGEN,DS 3,1.0,136,,,,1,136,5.1,,,,,
202502,KLEINWAGEN,FORD PUMA,1697.0,127.7,3,153,6.6,,,,,,1694,,
202502,KLEINWAGEN,HONDA JAZZ,131.0,105.1,,,,,,,,,131,,
202502,KLEINWAGEN,HYUNDAI I 20,753.0,121.9,748,121.9,5.3,,,,,,5,,
202502,KLEINWAGEN,HYUNDAI INSTER,434.0,,,,,,,,,,,,434
202502,KLEINWAGEN,KIA RIO,3.0,,,,,,,,,,,,3
202502,KLEINWAGEN,MAZDA 2,402.0,100.3,51,121,5.2,,,,,,351,,
202502,KLEINWAGEN,MG ROEWE 3,696.0,100.3,6,137,5.9,,,,,,690,,
202502,KLEINWAGEN,MINI MINI,1976.0,91.1,952,145,6.2,1,131,4.9,,,303,,720
202502,KLEINWAGEN,MITSUBISHI COLT,219.0,111.3,145,118.9,5.1,,,,,,74,,
202502,KLEINWAGEN,"MITSUBISHI MIRAGE, SPACE STAR",753.0,115.3,753,115.3,5,,,,,,,,
202502,KLEINWAGEN,NISSAN JUKE,414.0,123.7,225,135.6,5.8,,,,,,189,,
202502,KLEINWAGEN,OPEL CORSA,3165.0,102.7,2433,123.4,5.3,2,111,4.2,,,240,,490
202502,KLEINWAGEN,PEUGEOT 208,1240.0,109.5,692,118.1,5.1,,,,,,526,,22
202502,KLEINWAGEN,RENAULT CLIO,937.0,115.5,674,122.2,5.3,,,,,29,234,,
202502,KLEINWAGEN,RENAULT R5,656.0,,,,,,,,,,,,656
202502,KLEINWAGEN,RENAULT ZOE,1.0,,,,,,,,,,,,1
202502,KLEINWAGEN,SEAT IBIZA,1177.0,122.9,1177,122.9,5.3,,,,,,,,
202502,KLEINWAGEN,SKODA FABIA,1794.0,117.3,1794,117.3,5.1,,,,,,,,
202502,KLEINWAGEN,SUZUKI IGNIS,20.0,119,,,,,,,,,20,,
202502,KLEINWAGEN,SUZUKI SWIFT,1147.0,102.7,,,,,,,,,1147,,
202502,KLEINWAGEN,TOYOTA YARIS,1746.0,100.3,42,186.7,8,,,,,,1704,,
202502,KLEINWAGEN,VW POLO,1790.0,127.2,1790,127.2,5.5,,,,,,,,
202502,KOMPAKTKLASSE,AUDI A3,2254.0,149.3,841,188.1,8.1,409,128.5,4.9,,,1004,13,
202502,KOMPAKTKLASSE,BMW 1ER,1455.0,129.4,282,155.6,6.7,134,123.4,4.7,,,1039,,
202502,KOMPAKTKLASSE,BMW 2ER,1483.0,141.7,801,162.5,7,68,126.9,4.8,,,614,64,
202502,KOMPAKTKLASSE,BYD DOLPHIN,43.0,,,,,,,,,,,,43
202502,KOMPAKTKLASSE,CITROEN C4,327.0,94.3,65,132.4,5.7,13,132.7,5,,,192,,57
202502,KOMPAKTKLASSE,DACIA LOGAN,5.0,126,5,126,5.4,,,,,,,,
202502,KOMPAKTKLASSE,DACIA SANDERO,2013.0,123.2,1681,125.6,5.4,,,,,332,,,
202502,KOMPAKTKLASSE,DS 4,148.0,130.2,3,138.3,6,110,138,5.2,,,35,5,
202502,KOMPAKTKLASSE,FIAT TIPO,15.0,120.9,,,,15,120.9,4.6,,,,,
202502,KOMPAKTKLASSE,FORD FOCUS,1766.0,134.6,196,182.2,7.9,606,134.4,5.1,,,964,,
202502,KOMPAKTKLASSE,GWM ORA 03,63.0,,,,,,,,,,,,63
202502,KOMPAKTKLASSE,HONDA CIVIC,60.0,118.9,7,186,8,,,,,,53,,
202502,KOMPAKTKLASSE,HYUNDAI I 30,564.0,138.3,221,133.2,5.7,,,,,,343,,
202502,KOMPAKTKLASSE,KIA CEED,1079.0,136.6,1002,138.5,6,,,,,,77,14,
202502,KOMPAKTKLASSE,MAZDA 3,394.0,138.2,,,,,,,,,394,,
202502,KOMPAKTKLASSE,MAZDA MX-5,90.0,148.3,90,148.3,6.4,,,,,,,,
202502,KOMPAKTKLASSE,MERCEDES A-KLASSE,1257.0,114.6,18,207.3,8.9,311,132.8,5,,,928,263,
202502,KOMPAKTKLASSE,MG ROEWE 4,540.0,,,,,,,,,,,,540
202502,KOMPAKTKLASSE,NISSAN LEAF,2.0,,,,,,,,,,,,2
202502,KOMPAKTKLASSE,OPEL ASTRA,1986.0,108.1,1238,130.4,5.6,357,130.8,4.9,,,92,44,299
202502,KOMPAKTKLASSE,PEUGEOT 308,849.0,118.8,84,130,5.6,435,132.1,5,,,318,38,12
202502,KOMPAKTKLASSE,RENAULT MEGANE,30.0,26,1,137,5.9,5,122.8,4.6,,,1,1,23
202502,KOMPAKTKLASSE,SEAT BORN,1595.0,,,,,,,,,,,,1595
202502,KOMPAKTKLASSE,SEAT LEON,2896.0,117.5,610,170.9,7.4,513,128,4.8,,,1773,766,
202502,KOMPAKTKLASSE,SKODA OCTAVIA,3818.0,128.4,1034,147,6.3,2457,122.2,4.6,,,327,,
202502,KOMPAKTKLASSE,SKODA SCALA,499.0,122.7,499,122.7,5.3,,,,,,,,
202502,KOMPAKTKLASSE,SUBARU IMPREZA,11.0,166,,,,,,,,,11,,
202502,KOMPAKTKLASSE,SUZUKI SWACE,28.0,102,,,,,,,,,28,,
202502,KOMPAKTKLASSE,TOYOTA COROLLA,857.0,106.7,,,,,,,,,857,,
202502,KOMPAKTKLASSE,TOYOTA PRIUS,10.0,16.3,,,,,,,,,10,10,
202502,KOMPAKTKLASSE,VW GOLF,6991.0,134.4,3335,146.3,6.3,1304,122.1,4.6,,,2352,385,
202502,KOMPAKTKLASSE,VW ID.3,2008.0,,,,,,,,,,,,2008
202502,MITTELKLASSE,ALFA ROMEO GIULIA,78.0,193.7,74,196.2,8.5,4,148.25,5.6,,,,,
202502,MITTELKLASSE,AUDI A4,322.0,158.3,17,224,9.7,,,,,,305,,
202502,MITTELKLASSE,AUDI A5,1953.0,154.4,1112,161.3,7,,,,,,841,2,
202502,MITTELKLASSE,BMW 3ER,2134.0,134.4,809,177.5,7.7,,,,,,1325,436,
202502,MITTELKLASSE,BMW 4ER,1879.0,81.7,392,178.8,7.7,,,,,,517,,970
202502,MITTELKLASSE,BYD SEAL,39.0,,,,,,,,,,,,39
202502,MITTELKLASSE,CITROEN C5,1205.0,135.5,9,137.9,5.9,571,144,5.4,,,625,2,
202502,MITTELKLASSE,GWM ORA 07,4.0,,,,,,,,,,,,4
202502,MITTELKLASSE,HYUNDAI G70,4.0,213.5,4,213.5,9.2,,,,,,,,
202502,MITTELKLASSE,HYUNDAI IONIQ6,100.0,,,,,,,,,,,,100
202502,MITTELKLASSE,MAZDA 6,59.0,169.4,59,169.4,7.3,,,,,,,,
202502,MITTELKLASSE,MERCEDES C-KLASSE,2175.0,112,,,,,,,,,2175,477,
202502,MITTELKLASSE,MERCEDES CLA-KLASSE,993.0,123.1,43,204.5,8.8,222,135.7,5.1,,,728,177,
202502,MITTELKLASSE,MG ROEWE 5,39.0,,,,,,,,,,,,39
202502,MITTELKLASSE,NIO ET5,8.0,,,,,,,,,,,,8
202502,MITTELKLASSE,PEUGEOT 408,445.0,94.5,12,136.4,5.9,,,,,,433,115,
202502,MITTELKLASSE,PEUGEOT 508,25.0,113.72,14,138.9,6,5,136,5.1,,,6,6,
202502,MITTELKLASSE,POLESTAR 2,160.0,,,,,,,,,,,,160
202502,MITTELKLASSE,SKODA SUPERB,897.0,140.6,39,178.6,7.7,401,142.9,5.4,,,457,333,
202502,MITTELKLASSE,TESLA MODEL 3,368.0,,,,,,,,,,,,368
202502,MITTELKLASSE,VOLVO 60,584.0,50.2,,,,,,,,,584,434,
202502,MITTELKLASSE,VW ARTEON,81.0,176.7,54,193.6,8.3,25,152.7,5.8,,,2,2,
202502,MITTELKLASSE,VW PASSAT,4101.0,123.9,69,188.3,8.1,2778,136.9,5.2,,,1254,821,
202502,OBERE MITTELKLASSE,AUDI A6,2532.0,118.9,1,,,,,,,,1827,288,704
202502,OBERE MITTELKLASSE,BMW 5ER,2857.0,74.3,,,,,,,,,2064,774,793
202502,OBERE MITTELKLASSE,DS 9,1.0,28,,,,,,,,,1,1,
202502,OBERE MITTELKLASSE,HYUNDAI G80,2.0,210,2,210,9.1,,,,,,,,
202502,OBERE MITTELKLASSE,LEXUS ES,9.0,120.6,,,,,,,,,9,,
202502,OBERE MITTELKLASSE,MERCEDES CLE,698.0,145.5,,,,,,,,,698,105,
202502,OBERE MITTELKLASSE,MERCEDES E-KLASSE,2453.0,52.1,,,,,,,,,1953,1190,500
202502,OBERE MITTELKLASSE,SUBARU OUTBACK,82.0,193,82,193,8.3,,,,,,,,
202502,OBERE MITTELKLASSE,TOYOTA MIRAI,2.0,,,,,,,,,,,,
202502,OBERE MITTELKLASSE,VOLVO 90,148.0,23.5,,,,,,,,,148,144,
202502,OBERE MITTELKLASSE,VW ID.7,2971.0,,,,,,,,,,,,2971
202502,OBERE MITTELKLASSE,XPENG P7,9.0,,,,,,,,,,,,9
202502,OBERKLASSE,AUDI A7,185.0,182.5,,,,,,,,,185,15,
202502,OBERKLASSE,AUDI A8,71.0,152,,,,,,,,,71,31,
202502,OBERKLASSE,AUDI E-TRON GT,86.0,,,,,,,,,,,,86
202502,OBERKLASSE,BENTLEY CONTINENTAL,41.0,57.8,5,245.4,10.6,,,,,,36,35,
202502,OBERKLASSE,BMW 7ER,185.0,54.1,,,,,,,,,99,51,86
202502,OBERKLASSE,BMW 8ER,69.0,232.8,58,242.2,10.4,,,,,,11,,
202502,OBERKLASSE,HYUNDAI G90,2.0,246,,,,,,,,,2,,
202502,OBERKLASSE,LOTUS EMEYA,2.0,,,,,,,,,,,,2
202502,OBERKLASSE,LUCID AIR,9.0,,,,,,,,,,,,9
202502,OBERKLASSE,MASERATI GHIBLI,2.0,288.5,2,288.5,12.4,,,,,,,,
202502,OBERKLASSE,MERCEDES S-KLASSE,377.0,91.9,13,350.875,15.1,,,,,,223,78,141
202502,OBERKLASSE,NIO ET7,9.0,,,,,,,,,,,,9
202502,OBERKLASSE,PORSCHE PANAMERA,151.0,91.2,40,268.8,11.6,,,,,,111,111,
202502,OBERKLASSE,PORSCHE TAYCAN,258.0,,,,,,,,,,,,258
202502,OBERKLASSE,ROLLS ROYCE SPECTRE,14.0,,,,,,,,,,,,14
202502,OBERKLASSE,TESLA MODEL S,13.0,,,,,,,,,,,,13
202502,SUVS,ALFA ROMEO JUNIOR,394.0,103.1,,,,,,,,,373,,21
202502,SUVS,ALFA ROMEO STELVIO,115.0,197.2,75,215.4,9.3,40,162.9,6.1,,,,,
202502,SUVS,ALFA ROMEO TONALE,62.0,126.5,,,,2,144.5,5.5,,,60,3,
202502,SUVS,AUDI Q2,1009.0,144.8,914,145.1,6.3,95,142,5.4,,,,,
202502,SUVS,AUDI Q4,1685.0,,,,,,,,,,,,1685
202502,SUVS,AUDI Q6,792.0,,,,,,,,,,,,792
202502,SUVS,BMW IX,216.0,,,,,,,,,,,,216
202502,SUVS,BMW X1,3278.0,76.3,328,153.9,6.6,187,133.7,5,,,1811,569,952
202502,SUVS,BMW X2,535.0,90.9,70,179.6,7.7,26,136.4,5.1,,,251,,188
202502,SUVS,BMW XM,23.0,38,,,,,,,,,23,23,
202502,SUVS,BYD ATTO 2,13.0,,,,,,,,,,,,13
202502,SUVS,BYD ATTO 3,27.0,,,,,,,,,,,,27
202502,SUVS,BYD SEAL U,48.0,13.2,,,,,,,,,25,25,23
202502,SUVS,BYD SEALION 7,11.0,,,,,,,,,,,,11
202502,SUVS,BYD TANG,4.0,,,,,,,,,,,,4
202502,SUVS,DACIA BIGSTER,27.0,110.1,,,,,,,,,27,,
202502,SUVS,DACIA DUSTER,1299.0,124.5,16,141,6.1,,,,,104,1179,,
202502,SUVS,DS 7,387.0,142.6,,,,377,145.5,5.5,,,10,10,
202502,SUVS,FERRARI PUROSANGUE,29.0,393,29,393,16.9,,,,,,,,
202502,SUVS,FIAT 600,466.0,96.3,,,,,,,,,412,,54
202502,SUVS,FORD CAPRI,215.0,,,,,,,,,,,,215
202502,SUVS,FORD ECOSPORT,4.0,,,,,,,,,,,,4
202502,SUVS,FORD EXPLORER,517.0,0.3,,,,,,,,,2,2,515
202502,SUVS,FORD KUGA,1383.0,75.1,184,149.1,6.4,,,,,,1199,736,
202502,SUVS,FORD MUSTANG MACH-E,50.0,,,,,,,,,,,,50
202502,SUVS,GWM WEY 03,19.0,15,,,,,,,,,19,19,
202502,SUVS,GWM WEY 05,24.0,12,,,,,,,,,24,24,
202502,SUVS,HONDA CR-V,172.0,126.2,,,,,,,,,172,25,
202502,SUVS,HONDA E:NY1,1.0,,,,,,,,,,,,1
202502,SUVS,HONDA HR-V,124.0,122,,,,,,,,,124,,
202502,SUVS,HONDA ZR-V,63.0,131.3,,,,,,,,,63,,
202502,SUVS,HYUNDAI BAYON,209.0,124.2,206,124.3,5.4,,,,,,3,,
202502,SUVS,HYUNDAI GV60,13.0,,,,,,,,,,,,13
202502,SUVS,HYUNDAI GV70,30.0,172.9,17,224.9,9.7,7,194.9,7.4,,,,,6
202502,SUVS,HYUNDAI GV80,2.0,247,2,247,10.6,,,,,,,,
202502,SUVS,HYUNDAI IONIQ5,540.0,,,,,,,,,,,,540
202502,SUVS,HYUNDAI KONA,853.0,57,257,142.2,6.1,,,,,,114,,482
