DATE,SEGMENT,MODELLREIHE,INSGESAMT,CO2-EMISSION IN G/KM,BENZIN,CO2-EMISSION IN G/KM1,KRAFTSTOFFVERBRAUCH IN L/100 KM,DIESEL,CO2-EMISSION IN G/KM2,KRAFTSTOFFVERBRAUCH IN L/100 KM1,ERDGAS (CNG) (EINSCHL. BIVALENT),FLUSSIGGAS (LPG) (EINSCHL. BIVALENT),HYBRID,DAR. PLUG-IN,ELEKTRO (BEV)
202205,GROSSRAUM-VANS,RENAULT ESPACE,35,167.2,,,,35,167.2,6.3,,,,,
202205,GROSSRAUM-VANS,SEAT ALHAMBRA,411,192.3,411,192.3,8.3,,,,,,,,
202205,GROSSRAUM-VANS,VW SHARAN,504,193.1,503,193.1,8.3,1,,,,,,,
202205,GROSSRAUM-VANS,VW TOURAN,520,149,220,151.4,6.5,300,147.2,5.6,,,,,
202205,UTILITIES,CITROEN BERLINGO,118,76.2,46,147.5,6.4,17,137.8,5.2,,,,,55
202205,UTILITIES,CITROEN JUMPER,35,277.3,,,,35,277.3,10.5,,,,,
202205,UTILITIES,CITROEN JUMPY,111,186,,,,110,187.7,7.1,,,,,1
202205,UTILITIES,FIAT DUCATO,48,262.3,,,,48,262.3,9.9,,,,,
202205,UTILITIES,FORD TRANSIT CONNECT,549,155.7,1,146,6.3,548,155.7,5.9,,,,,
202205,UTILITIES,FORD TRANSIT COURIER,48,134.4,,,,48,134.4,5.1,,,,,
202205,UTILITIES,"FORD TRANSIT, TOURNEO",808,210,,,,647,213.5,8.1,,,161,3,
202205,UTILITIES,HYUNDAI STARIA,218,223.2,,,,218,223.2,8.4,,,,,
202205,UTILITIES,MAN TGE,14,256.1,,,,14,256.1,9.7,,,,,
202205,UTILITIES,MERCEDES CITAN,132,147,46,156,6.7,86,142.3,5.4,,,,,
202205,UTILITIES,MERCEDES SPRINTER,145,268.9,,,,145,268.9,10.1,,,,,
202205,UTILITIES,MERCEDES VITO,621,184.3,,,,578,198.2,7.5,,,,,43
202205,UTILITIES,NISSAN NV200,22,,,,,,,,,,,,22
202205,UTILITIES,NISSAN NV300,1,189,,,,1,189,7.1,,,,,
202205,UTILITIES,NISSAN PRIMASTAR,86,189.5,,,,86,189.5,7.2,,,,,
202205,UTILITIES,NISSAN TOWNSTAR,229,153.9,229,153.9,6.6,,,,,,,,
202205,UTILITIES,OPEL COMBO,143,106,21,151.1,6.5,87,138.3,5.2,,,,,35
202205,UTILITIES,OPEL ZAFIRA LIFE,398,170.8,,,,368,184.9,7,,,,,30
202205,UTILITIES,PEUGEOT EXPERT,68,153.6,,,,56,186.5,7,,,,,12
202205,UTILITIES,PEUGEOT RIFTER,69,100.4,31,155.5,6.7,15,140.2,5.3,,,,,23
202205,UTILITIES,RENAULT KANGOO,460,154.7,402,156.4,6.7,58,142.8,5.4,,,,,
202205,UTILITIES,RENAULT MASTER,13,327,,,,13,327,12.3,,,,,
202205,UTILITIES,RENAULT TRAFIC,150,192.2,,,,150,192.2,7.3,,,,,
202205,UTILITIES,TOYOTA PROACE,658,179.5,116,151.9,6.5,537,187,7.1,,,,,5
202205,UTILITIES,VW CADDY,1199,137.8,276,150.2,6.5,922,134.1,5.1,,,1,1,
202205,UTILITIES,VW CRAFTER,92,223.6,,,,86,239.8,9,,,,,6
202205,UTILITIES,VW ID. BUZZ,15,,,,,,,,,,,,15
202205,UTILITIES,VW TRANSPORTER,2335,183.9,304,196.5,8.5,1729,206.9,7.8,,,283,283,19
202205,UTILITIES,SONSTIGE,5,248,,,,5,248,9.4,,,,,
202205,WOHNMOBILE,CITROEN JUMPER,2139,282.2,8,276.3,11.9,2129,282.3,10.7,,,,,
202205,WOHNMOBILE,CITROEN JUMPY,90,191.5,,,,90,191.5,7.2,,,,,
202205,WOHNMOBILE,FIAT DUCATO,2990,278,8,320.4,13.8,2982,277.9,10.5,,,,,
202205,WOHNMOBILE,"FORD TRANSIT, TOURNEO",708,258,7,303,13.1,701,257.5,9.7,,,,,
202205,WOHNMOBILE,IVECO DAILY,94,,,,,94,,,,,,,
202205,WOHNMOBILE,IVECO EUROCARGO,6,,,,,6,,,,,,,
202205,WOHNMOBILE,MAN TGE,152,296.3,,,,152,296.3,11.2,,,,,
202205,WOHNMOBILE,MERCEDES SPRINTER,431,341.6,,,,430,341.6,12.9,,,,,
202205,WOHNMOBILE,MERCEDES V-KLASSE,310,220.4,,,,310,220.4,8.3,,,,,
202205,WOHNMOBILE,MERCEDES VITO,32,201,,,,32,201,7.6,,,,,
202205,WOHNMOBILE,OPEL ZAFIRA LIFE,75,198.9,,,,75,198.9,7.5,,,,,
202205,WOHNMOBILE,PEUGEOT BOXER,76,267.6,1,263,11.3,75,267.7,10.1,,,,,
202205,WOHNMOBILE,PEUGEOT EXPERT,10,189.4,,,,10,189.4,7.1,,,,,
202205,WOHNMOBILE,RENAULT MASTER,13,274.3,,,,13,274.3,10.4,,,,,
202205,WOHNMOBILE,RENAULT TRAFIC,26,239.6,,,,26,239.6,9,,,,,
202205,WOHNMOBILE,TOYOTA PROACE,14,194.8,,,,14,194.8,7.4,,,,,
202205,WOHNMOBILE,VW CADDY,32,146.4,15,153.6,6.6,17,140.1,5.3,,,,,
202205,WOHNMOBILE,VW CRAFTER,161,292.2,,,,161,292.2,11,,,,,
202205,WOHNMOBILE,VW TRANSPORTER,1034,216.2,,,,1034,216.2,8.2,,,,,
202205,WOHNMOBILE,SONSTIGE,233,292.8,2,240.5,10.4,230,294.6,11.1,,1,,,
202205,WOHNMOBILE,SONSTIGE,1485,163.7,675,286.9,12.4,124,205.8,7.8,,9,358,149,316
202205,NEUZULASSUNGEN,INSGESAMT,207199,120.3,74573,150,6.5,42000,176.2,6.7,124,618,60659,23209,29182
202203,MINIS,CITROEN C1,73,110.5,73,110.5,4.8,,,,,,,,
202203,MINIS,DACIA SPRING,386,,,,,,,,,,,,386
202203,MINIS,FIAT 500,4318,63.3,496,154.4,6.7,38,132.5,5,,,1793,,1991
202203,MINIS,FIAT PANDA,309,112.9,2,156,6.7,,,,,16,291,,
202203,MINIS,HYUNDAI I 10,1457,119.7,1457,119.7,5.2,,,,,,,,
202203,MINIS,KIA PICANTO,705,117,705,117,5,,,,,,,,
202203,MINIS,PEUGEOT 108,27,110.8,27,110.8,4.8,,,,,,,,
202203,MINIS,RENAULT TWINGO,1192,41.2,421,117.1,5,,,,,,,,771
202203,MINIS,SEAT MII,4,,,,,,,,,,,,4
202203,MINIS,SMART FORTWO,945,,,,,,,,,,,,945
202203,MINIS,TOYOTA AYGO,161,113.2,161,113.2,4.9,,,,,,,,
202203,MINIS,VW UP,1750,83.7,1240,117,5,,,,14,,,,496
202203,MINIS,SONSTIGE,5,,1,,,,,,,,,,4
202203,KLEINWAGEN,"AUDI A1, S1",1036,136.2,1036,136.2,5.9,,,,,,,,
202203,KLEINWAGEN,BMW I3,1795,,,,,1,,,,,,,1794
202203,KLEINWAGEN,CITROEN C3,539,131.1,442,132.1,5.7,97,126.8,4.8,,,,,
202203,KLEINWAGEN,DS DS3,39,64.3,16,137.7,5.9,3,126.3,4.8,,,,,20
202203,KLEINWAGEN,FORD FIESTA,1801,121.1,973,124.7,5.4,,,,,1,826,,
202203,KLEINWAGEN,FORD PUMA,1792,128.1,148,146.1,6.3,166,120.1,4.5,,,1478,,
202203,KLEINWAGEN,HONDA E,53,,,,,,,,,,,,53
202203,KLEINWAGEN,HONDA JAZZ,276,105.5,,,,,,,,,276,,
202203,KLEINWAGEN,HYUNDAI I 20,759,127.6,526,132.1,5.7,,,,,,233,,
202203,KLEINWAGEN,KIA RIO,315,122.9,284,122.7,5.3,,,,,,31,,
202203,KLEINWAGEN,MAZDA 2,1042,106,203,121.7,5.2,,,,,,839,,
202203,KLEINWAGEN,MINI MINI,3815,97.5,2548,138.3,6,119,137.4,5.2,,,98,98,1050
202203,KLEINWAGEN,"MITSUBISHI MIRAGE, SPACE STAR",1942,116.9,1942,116.9,5,,,,,,,,
202203,KLEINWAGEN,NISSAN JUKE,264,137.8,264,137.8,5.9,,,,,,,,
202203,KLEINWAGEN,NISSAN MICRA,473,127.7,473,127.7,5.5,,,,,,,,
202203,KLEINWAGEN,OPEL CORSA,3112,97,2424,118,5.1,159,106,4,,,,,529
202203,KLEINWAGEN,PEUGEOT 208,907,52.3,370,120.4,5.2,33,107.2,4,,,,,504
202203,KLEINWAGEN,RENAULT CLIO,1238,120.3,1177,121.2,5.2,4,110,4.2,,25,32,,
202203,KLEINWAGEN,RENAULT ZOE,1468,,,,,,,,,,,,1468
202203,KLEINWAGEN,SEAT IBIZA,1046,124.8,1019,125.3,5.4,,,,27,,,,
202203,KLEINWAGEN,SKODA FABIA,2394,120.8,2394,120.8,5.2,,,,,,,,
202203,KLEINWAGEN,SMART FORFOUR,849,,,,,,,,,,,,849
202203,KLEINWAGEN,SUZUKI IGNIS,390,116.2,,,,,,,,,390,,
202203,KLEINWAGEN,SUZUKI SWIFT,316,117.5,,,,,,,,,316,,
202203,KLEINWAGEN,TOYOTA YARIS,2409,107.1,416,137.4,5.9,,,,,,1993,,
202203,KLEINWAGEN,VW POLO,1856,127.7,1837,127.9,5.5,,,,19,,,,
202203,KOMPAKTKLASSE,"AUDI A3, S3, RS3",3858,114.5,1079,173,7.5,1017,127.5,4.8,4,,1758,1005,
202203,KOMPAKTKLASSE,BMW 1ER,1255,137.5,955,139.9,6,300,129.7,4.9,,,,,
202203,KOMPAKTKLASSE,BMW 2ER,1140,145.8,649,152.8,6.6,250,133,5,,,241,,
202203,KOMPAKTKLASSE,CITROEN C4,770,58.4,298,123.8,5.3,64,126.7,4.8,,,,,408
202203,KOMPAKTKLASSE,DACIA SANDERO,1768,121.1,728,129.7,5.6,,,,,1040,,,
202203,KOMPAKTKLASSE,DS DS4,37,93.7,8,143,6.2,1,128,4.8,,,28,28,
202203,KOMPAKTKLASSE,FIAT TIPO,61,126.9,44,130.1,5.6,17,118.8,4.5,,,,,
202203,KOMPAKTKLASSE,FORD FOCUS,1895,131.7,860,145.1,6.3,588,118.4,4.5,,,447,,
202203,KOMPAKTKLASSE,HONDA CIVIC,128,140.3,128,140.3,6,,,,,,,,
202203,KOMPAKTKLASSE,HYUNDAI I 30,1313,140,651,151.7,6.5,56,119.1,4.5,,,606,,
202203,KOMPAKTKLASSE,HYUNDAI IONIQ,571,25.5,,,,,,,,,262,163,309
202203,KOMPAKTKLASSE,KIA CEED,2528,110.7,1741,141.3,6.1,,,,,,787,702,
202203,KOMPAKTKLASSE,MAZDA 3,649,130.8,,,,,,,,,649,,
202203,KOMPAKTKLASSE,MAZDA MX-5,320,150.8,320,150.8,6.5,,,,,,,,
202203,KOMPAKTKLASSE,MERCEDES A-KLASSE,1605,91.9,646,147.4,6.4,278,131.2,5,,,681,681,
202203,KOMPAKTKLASSE,NISSAN LEAF,578,,,,,,,,,,,,578
202203,KOMPAKTKLASSE,OPEL ASTRA,1881,121,1145,122.9,5.3,657,128.9,4.9,,,79,79,
202203,KOMPAKTKLASSE,PEUGEOT 308,335,109.8,159,129.2,5.6,105,120.5,4.5,,,71,71,
202203,KOMPAKTKLASSE,RENAULT MEGANE,345,106.7,148,144.1,6.2,95,124.9,4.7,,,86,86,16
202203,KOMPAKTKLASSE,SEAT BORN,264,,,,,,,,,,,,264
202203,KOMPAKTKLASSE,SEAT LEON,2104,134.4,905,150.4,6.5,600,118.6,4.5,29,,570,25,
202203,KOMPAKTKLASSE,SKODA OCTAVIA,1173,119.7,209,145.3,6.3,734,124,4.7,5,,225,100,
202203,KOMPAKTKLASSE,SKODA SCALA,537,125.8,535,125.9,5.4,,,,2,,,,
202203,KOMPAKTKLASSE,SUBARU IMPREZA,99,176.6,86,177,7.6,,,,,,13,,
202203,KOMPAKTKLASSE,SUZUKI SWACE,67,103,,,,,,,,,67,,
202203,KOMPAKTKLASSE,TOYOTA COROLLA,1522,116.1,50,150,6.5,,,,,,1472,,
202203,KOMPAKTKLASSE,TOYOTA PRIUS,11,34.9,,,,,,,,,11,11,
202203,KOMPAKTKLASSE,VW GOLF,7564,123.9,3281,151.2,6.5,2272,124.1,4.7,7,,2003,953,1
202203,KOMPAKTKLASSE,VW ID.3,681,,,,,,,,,,,,681
202203,MITTELKLASSE,ALFA ROMEO GIULIA,86,189.7,82,192,8.3,4,142.3,5.4,,,,,
202203,MITTELKLASSE,"AUDI A4, S4, RS4",3313,148.5,48,225.8,9.7,,,,6,,3259,,
202203,MITTELKLASSE,"AUDI A5, S5, RS5",1236,167.6,171,212.1,9.1,,,,3,,1062,,
202203,MITTELKLASSE,BMW 3ER,3371,115.3,579,160.7,6.9,47,133.4,5,,,2745,844,
202203,MITTELKLASSE,BMW 4ER,1557,138.9,648,179.5,7.7,2,,,,,610,,297
202203,MITTELKLASSE,CITROEN C5,198,83.1,50,143.8,6.2,10,137.4,5.2,,,138,138,
202203,MITTELKLASSE,FORD MONDEO,559,147.7,,,,493,149.7,5.6,,,66,,
202203,MITTELKLASSE,JAGUAR XE,47,180.2,31,198.8,8.6,,,,,,16,,
202203,MITTELKLASSE,KIA STINGER,22,247,22,247,10.6,,,,,,,,
202203,MITTELKLASSE,MAZDA 6,140,166.4,140,166.4,7.2,,,,,,,,
202203,MITTELKLASSE,MERCEDES C-KLASSE,3308,141,130,218.2,9.4,56,147.3,5.6,,,3122,148,
202203,MITTELKLASSE,MERCEDES CLA-KLASSE,908,107.5,434,153.6,6.6,170,136,5.1,,,304,304,
202203,MITTELKLASSE,OPEL INSIGNIA,712,148.3,226,179.9,7.8,486,134.8,5.1,,,,,
202203,MITTELKLASSE,PEUGEOT 508,218,66.6,9,134.8,5.8,53,124.2,4.7,,,156,156,
202203,MITTELKLASSE,POLESTAR 2,565,,,,,,,,,,,,565
202203,MITTELKLASSE,RENAULT TALISMAN,250,149.5,156,146.1,6.3,94,155.1,5.9,,,,,
202203,MITTELKLASSE,SKODA SUPERB,1517,109.5,151,161.8,7,911,140.6,5.3,,,455,455,
202203,MITTELKLASSE,TESLA MODEL 3,5516,,,,,,,,,,,,5516
202203,MITTELKLASSE,VOLVO 60,548,64.4,1,,,2,147,5.5,,,545,364,
202203,MITTELKLASSE,VW ARTEON,1076,154.1,551,190.2,8.2,385,146.5,5.5,,,140,140,
202203,MITTELKLASSE,VW PASSAT,3649,124.6,361,155.7,6.7,2865,134.9,5.1,,,423,423,
202203,MITTELKLASSE,SONSTIGE,1,268,1,268,11.6,,,,,,,,
202203,OBERE MITTELKLASSE,"AUDI A6, S6, RS6",2716,157.4,6,,,11,,,,,2699,385,
202203,OBERE MITTELKLASSE,BMW 5ER,2139,127.3,101,251.4,10.8,1,,,,,2037,552,
202203,OBERE MITTELKLASSE,DS DS9,10,34.1,,,,,,,,,10,10,
202203,OBERE MITTELKLASSE,JAGUAR XF,27,177.2,13,204.8,8.8,,,,,,14,,
202203,OBERE MITTELKLASSE,LEXUS ES,30,124.8,,,,,,,,,30,,
202203,OBERE MITTELKLASSE,MERCEDES E-KLASSE,2490,105.1,76,280.9,12.1,695,158.5,6,,,1678,1155,41
202203,OBERE MITTELKLASSE,SUBARU OUTBACK,95,193.9,95,193.9,8.4,,,,,,,,
202203,OBERE MITTELKLASSE,TOYOTA CAMRY,17,122.1,,,,,,,,,17,,
202203,OBERE MITTELKLASSE,TOYOTA MIRAI,27,,,,,,,,,,,,
202203,OBERE MITTELKLASSE,VOLVO 90,154,115.1,,,,,,,,,154,52,
202203,OBERKLASSE,"AUDI A7, S7, RS7",264,178.3,1,,,,,,,,263,46,
202203,OBERKLASSE,"AUDI A8, S8",289,145.5,3,279,12,,,,,,286,120,
202203,OBERKLASSE,AUDI E-TRON GT,211,,,,,,,,,,,,211
202203,OBERKLASSE,BENTLEY CONTINENTAL,51,295.5,51,295.5,12.7,,,,,,,,
202203,OBERKLASSE,BMW 6ER,52,170.7,,,,,,,,,52,,
202203,OBERKLASSE,BMW 7ER,354,158.6,31,242.7,10.5,,,,,,323,31,
202203,OBERKLASSE,BMW 8ER,160,217.6,125,230.6,9.9,,,,,,35,,
202203,OBERKLASSE,MASERATI GHIBLI,22,246.2,18,257.1,11.1,,,,,,4,,
202203,OBERKLASSE,MASERATI QUATTROPORTE,4,267.8,4,267.8,11.5,,,,,,,,
202203,OBERKLASSE,MERCEDES CLS,136,190.6,,,,54,175.2,6.6,,,82,,
202203,OBERKLASSE,MERCEDES S-KLASSE,756,102.5,29,329.8,14.2,168,185.2,7,,,266,94,293
202203,OBERKLASSE,POLESTAR 1,6,15.2,,,,,,,,,6,6,
202203,OBERKLASSE,PORSCHE PANAMERA,129,114.9,35,284.4,12.3,,,,,,94,94,
202203,OBERKLASSE,PORSCHE TAYCAN,344,,,,,,,,,,,,344
202203,OBERKLASSE,ROLLS ROYCE WRAITH,2,364,2,364,15.7,,,,,,,,
202203,SUVS,ALFA ROMEO STELVIO,127,208.3,103,218.7,9.4,24,163.9,6.2,,,,,
202203,SUVS,AUDI E-TRON,1113,,,,,,,,,,,,1113
202203,SUVS,AUDI Q2,1475,143.5,1154,145.5,6.3,321,136.1,5.1,,,,,
202203,SUVS,AUDI Q4,790,,,,,,,,,,,,790
202203,SUVS,BMW IX,289,,,,,,,,,,,,289
202203,SUVS,BMW X1,2084,110,689,151.7,6.5,637,142.5,5.4,,,758,758,
202203,SUVS,BMW X2,527,132.6,245,156,6.7,195,143.7,5.4,,,87,87,
202203,SUVS,CADILLAC XT4,11,198.6,7,213,9.2,4,173.5,6.5,,,,,
202203,SUVS,DACIA DUSTER,1392,139.1,987,143.2,6.2,105,130.8,4.9,,300,,,
202203,SUVS,DS DS7 CROSSBACK,81,100.4,30,158.1,6.8,7,138.7,5.2,,,44,44,
202203,SUVS,FORD ECOSPORT,805,142.6,805,142.6,6.1,,,,,,,,
202203,SUVS,FORD EXPLORER,15,69.2,,,,,,,,,15,15,
202203,SUVS,FORD KUGA,2604,61,359,151.7,6.5,179,137.7,5.2,,,2066,1983,
202203,SUVS,FORD MUSTANG MACH-E,423,,,,,,,,,,,,423
202203,SUVS,HONDA CR-V,132,156.9,,,,,,,,,132,,
202203,SUVS,HONDA HR-V,263,121.9,1,,,,,,,,262,,
202203,SUVS,HYUNDAI BAYON,336,121.3,127,124.1,5.3,,,,,,209,,
202203,SUVS,HYUNDAI IONIQ5,723,,,,,,,,,,,,723
202203,SUVS,HYUNDAI KONA,2634,54.1,602,152.2,6.6,,,,,,444,,1588
202203,SUVS,HYUNDAI NEXO,9,,,,,,,,,,,,
202203,SUVS,HYUNDAI TUCSON,1498,93.9,190,152.4,6.6,,,,,,1308,690,
202203,SUVS,JAGUAR I-PACE,32,,,,,,,,,,,,32
202203,SUVS,KIA EV6,393,,,,,,,,,,,,393
202203,SUVS,KIA NIRO,762,12.9,,,,,,,,,229,196,533
202203,SUVS,KIA SPORTAGE,1267,150.6,384,165.9,7.2,,,,,,883,53,
202203,SUVS,KIA STONIC,464,126.3,370,126,5.4,,,,,,94,,
202203,SUVS,LADA NIVA,171,240,169,240,10.3,,,,,2,,,
202203,SUVS,LEXUS NX,89,63.6,,,,,,,,,89,59,
202203,SUVS,LEXUS RX,103,178.8,,,,,,,,,103,,
202203,SUVS,LEXUS UX,120,123.4,,,,,,,,,119,,1
202203,SUVS,LYNK UND CO 01,94,74.4,,,,,,,,,94,60,
202203,SUVS,MASERATI LEVANTE,50,265.2,26,296.8,12.8,,,,,,24,,
202203,SUVS,MAZDA CX-3,312,148.6,312,148.6,6.4,,,,,,,,
202203,SUVS,MAZDA CX-5,1221,167.4,958,167.3,7.2,263,168.1,6.3,,,,,
202203,SUVS,MAZDA CX-30,1276,138.3,,,,,,,,,1276,,
202203,SUVS,MAZDA MX-30,121,,,,,,,,,,,,121
202203,SUVS,MERCEDES GLA,1195,82.5,430,164.2,7.1,121,145.4,5.5,,,363,363,281
202203,SUVS,MERCEDES GLB,851,82.1,203,172.2,7.4,231,151.3,5.7,,,,,417
202203,SUVS,"MERCEDES GLK, GLC",2806,139.8,155,273.2,11.8,1163,173.3,6.5,,,1330,802,158
202203,SUVS,MG ROEWE MARVEL,17,,,,,,,,,,,,17
202203,SUVS,MG ROEWE RX6,373,43.3,,,,,,,,,373,373,
202203,SUVS,MG ROEWE ZS,152,,,,,,,,,,,,152
202203,SUVS,MITSUBISHI ECLIPSE CROSS,1371,46.8,,,,,,,,,1371,1371,
202203,SUVS,NISSAN QASHQAI,1341,145.5,3,152.7,6.6,,,,,,1338,,
202203,SUVS,OPEL CROSSLAND X,1884,133.7,1799,134.1,5.8,85,125.3,4.7,,,,,
202203,SUVS,OPEL GRANDLAND X,805,95.8,292,144.7,6.2,161,134.6,5.1,,,352,352,
202203,SUVS,OPEL MOKKA,2665,107.2,2110,130.5,5.6,96,117.1,4.4,,,,,459
202203,SUVS,PEUGEOT 2008,797,64.4,347,131.8,5.7,50,124,4.7,,,,,400
202203,SUVS,RENAULT ARKANA,435,127.4,,,,,,,,,435,,
202203,SUVS,RENAULT CAPTUR,1315,109.2,271,134.2,5.8,,,,,14,1030,321,
202203,SUVS,RENAULT KADJAR,560,142.6,504,143.6,6.2,56,134,5.1,,,,,
202203,SUVS,RENAULT KOLEOS,136,170,33,152.2,6.6,103,175.4,6.6,,,,,
202203,SUVS,ROLLS ROYCE CULLINAN,7,375.1,7,375.1,16.2,,,,,,,,
202203,SUVS,SEAT ARONA,1336,131.5,1305,132.2,5.7,,,,31,,,,
202203,SUVS,SEAT ATECA,1192,162.7,894,169.3,7.3,298,143.3,5.4,,,,,
202203,SUVS,SEAT FORMENTOR,4552,101.9,1906,173.1,7.5,419,152.2,5.7,,,2227,2227,
202203,SUVS,SEAT TARRACO,508,158.5,135,172.8,7.5,359,157.6,5.9,,,14,14,
202203,SUVS,SKODA ENYAQ,1027,,,,,,,,,,,,1027
202203,SUVS,SKODA KAMIQ,1429,130.2,1420,130.4,5.6,,,,9,,,,
202203,SUVS,SKODA KAROQ,2437,150,1575,148.5,6.4,861,152.8,5.8,,1,,,
202203,SUVS,SSANGYONG KORANDO,44,134.5,23,182.8,7.9,10,171.2,6.5,,,,,11
202203,SUVS,SSANGYONG TIVOLI,106,166.8,106,166.8,7.2,,,,,,,,
202203,SUVS,SUBARU XV,252,180,137,180,7.8,,,,,,115,,
202203,SUVS,SUZUKI ACROSS,19,35.4,,,,,,,,,19,19,
202203,SUVS,SUZUKI SX4,236,136.7,,,,,,,,,236,,
202203,SUVS,SUZUKI VITARA,515,128.6,,,,,,,,,515,,
202203,SUVS,TESLA MODEL Y,2529,,,,,,,,,,,,2529
202203,SUVS,TOYOTA C-HR,1470,116.8,,,,,,,,,1470,,
202203,SUVS,TOYOTA HIGHLANDER,41,158.8,,,,,,,,,41,,
202203,SUVS,TOYOTA RAV 4,792,80.5,4,144.8,6.2,,,,,,788,388,
202203,SUVS,VOLVO C40,52,,,,,,,,,,,,52
202203,SUVS,"VW ID.4, ID.5",1026,,,,,,,,,,,,1026
202203,SUVS,VW T-CROSS,2969,138.6,2969,138.6,6,,,,,,,,
202203,SUVS,VW T-ROC,3331,150.3,3021,152,6.6,310,133.4,5,,,,,
202203,SUVS,VW TAIGO,1423,133.6,1423,133.6,5.8,,,,,,,,
202203,GELÄNDEWAGEN,ASTON MARTIN DBX,9,323,9,323,13.9,,,,,,,,
202203,GELÄNDEWAGEN,AUDI Q3,2355,129.2,516,199.7,8.6,758,155.6,5.9,,,1081,749,
202203,GELÄNDEWAGEN,AUDI Q5,1936,165.1,1,,,,,,,,1935,366,
202203,GELÄNDEWAGEN,AUDI Q7,389,230.5,44,281.7,12.1,,,,,,345,2,
202203,GELÄNDEWAGEN,AUDI Q8,348,266,59,289.6,12.5,9,,,,,280,8,
202203,GELÄNDEWAGEN,BENTLEY BENTAYGA,25,251.6,21,283.9,12.2,,,,,,4,4,
202203,GELÄNDEWAGEN,BMW X3,1993,116.1,118,235.2,10.1,,,,,,1538,457,337
202203,GELÄNDEWAGEN,BMW X4,365,181.5,45,241.3,10.4,,,,,,320,,
202203,GELÄNDEWAGEN,BMW X5,1704,113.7,107,282.5,12.2,20,198.3,7.5,,,1577,874,
202203,GELÄNDEWAGEN,BMW X6,286,204.7,64,276.7,11.9,,,,,,222,,
202203,GELÄNDEWAGEN,BMW X7,156,224.4,28,285,12.3,,,,,,128,,
202203,GELÄNDEWAGEN,CADILLAC ESCALADE,4,373.5,4,373.5,16.1,,,,,,,,
202203,GELÄNDEWAGEN,HYUNDAI SANTA FE,175,82.2,,,,27,175.6,6.6,,,148,115,
202203,GELÄNDEWAGEN,JAGUAR E-PACE,63,166.4,1,216,9.3,,,,,,62,8,
202203,GELÄNDEWAGEN,JAGUAR F-PACE,115,147.6,39,246.6,10.6,,,,,,76,54,
202203,GELÄNDEWAGEN,JEEP COMPASS,693,107,252,156.9,6.8,4,138.3,5.2,,,437,296,
202203,GELÄNDEWAGEN,JEEP RENEGADE,548,131.7,306,152.4,6.6,8,135.9,5.1,,,234,82,
202203,GELÄNDEWAGEN,JEEP WRANGLER,151,174.6,56,278,12,,,,,,95,95,
202203,GELÄNDEWAGEN,KIA SORENTO,236,79.5,,,,65,175.8,6.6,,,171,164,
202203,GELÄNDEWAGEN,LAMBORGHINI URUS,51,324.3,50,324.3,14,,,,,,1,1,
202203,GELÄNDEWAGEN,LAND ROVER DEFENDER,277,247.8,70,331.2,14.3,,,,,,207,32,
202203,GELÄNDEWAGEN,LAND ROVER DISCOVERY,18,223.1,,,,,,,,,18,,
202203,GELÄNDEWAGEN,LAND ROVER DISCOVERY SPORT,98,162.4,,,,11,170.7,6.4,,,87,17,
202203,GELÄNDEWAGEN,LAND ROVER RANGE ROVER,36,205.5,10,283.7,12.2,,,,,,26,10,
202203,GELÄNDEWAGEN,LAND ROVER RANGE ROVER EVOQUE,189,136.8,,,,4,163.8,6.2,,,185,65,
202203,GELÄNDEWAGEN,LAND ROVER RANGE ROVER SPORT,159,246.5,48,321,13.8,,,,,,111,14,
202203,GELÄNDEWAGEN,LAND ROVER RANGE ROVER VELAR,163,116.2,35,223.9,9.6,,,,,,128,98,
202203,GELÄNDEWAGEN,MERCEDES G-KLASSE,597,338.2,393,363.6,15.7,204,289.6,10.9,,,,,
202203,GELÄNDEWAGEN,"MERCEDES GL-KLASSE, GLS",122,255.6,,,,67,229.8,8.7,,,55,,
202203,GELÄNDEWAGEN,"MERCEDES ML-KLASSE, GLE",1265,116,,,,300,211.2,8,,,965,663,
202203,GELÄNDEWAGEN,NISSAN X-TRAIL,27,166.6,27,166.6,7.2,,,,,,,,
202203,GELÄNDEWAGEN,PORSCHE CAYENNE,426,203.8,259,287.6,12.4,,,,,,167,167,
202203,GELÄNDEWAGEN,PORSCHE MACAN,665,240.9,665,240.9,10.4,,,,,,,,
202203,GELÄNDEWAGEN,SKODA KODIAQ,1731,166.5,612,174.9,7.5,1118,161.9,6.1,,1,,,
202203,GELÄNDEWAGEN,SSANGYONG REXTON,38,213.6,,,,38,213.6,8.1,,,,,
202203,GELÄNDEWAGEN,SUBARU FORESTER,138,185,,,,,,,,,138,,
202203,GELÄNDEWAGEN,TOYOTA LANDCRUISER,77,250.7,4,,,73,250.7,9.5,,,,,
202203,GELÄNDEWAGEN,VOLVO XC40,960,72.9,252,164.3,7.1,,,,,,478,425,230
202203,GELÄNDEWAGEN,VOLVO XC60,927,145.6,1,175,7.5,,,,,,926,144,
202203,GELÄNDEWAGEN,VOLVO XC90,445,100.7,,,,,,,,,445,252,
202203,GELÄNDEWAGEN,VW TIGUAN,5254,149.8,1809,177.9,7.7,2685,162,6.1,,,760,760,
202203,GELÄNDEWAGEN,VW TOUAREG,540,151.9,17,259.7,11.2,302,218.4,8.2,,,221,221,
202203,SPORTWAGEN,ALPINE A110,33,154.3,33,154.3,6.7,,,,,,,,
