DATE,MARKE,ANZAHL,CO2-EMISSION IN G/KM,EURO 6,ELEKTRO (BEV),HYBRID,DARUNTER PLUG-IN
202109,MINI,2627,105.4,2149,471,226,226
202109,MITSUBISHI,3593,103.4,3593,,884,884
202109,NISSAN,2127,117.3,1700,425,652,
202109,OPEL,13222,112.1,11791,1431,360,360
202109,PEUGEOT,2668,100.7,2111,557,280,280
202109,POLESTAR,311,0.1,3,308,3,3
202109,PORSCHE,2095,157.3,1521,571,271,271
202109,RENAULT,8082,96.9,6033,2049,1954,308
202109,SEAT,7846,108.7,7593,250,2795,2255
202109,SKODA,9536,99.2,7430,2106,864,713
202109,SMART,2043,,,2042,,
202109,SONSTIGE,2365,123.4,1103,723,450,263
202109,SSANGYONG,160,181.8,160,,,
202109,SUBARU,409,184.4,409,,274,
202109,SUZUKI,4299,119.1,4299,,4299,16
202109,TESLA,7903,,,7903,,
202109,TOYOTA,7394,115.4,7350,1,5683,328
202109,VOLVO,3269,102.9,3179,90,2848,1715
202109,VW,31002,117.7,25753,5224,2389,1572
202108,ALFA ROMEO,235,184,235,,,
202108,AUDI,14375,118.6,13214,1075,9248,3696
202108,BMW,16137,126.3,14818,1280,8403,2641
202108,CITROEN,2925,196.5,2787,138,97,97
202108,DACIA,3195,125,3021,173,,
202108,DS,104,111.2,95,9,28,28
202108,FIAT,6872,181.8,5581,1285,1692,
202108,FORD,9091,127.1,8673,411,3934,1479
202108,HONDA,676,116.9,606,70,474,
202108,HYUNDAI,10079,95.5,7902,2165,3823,862
202108,JAGUAR,240,153.6,205,35,118,28
202108,JEEP,817,133.6,807,,353,353
202108,KIA,6046,100.2,5223,823,1927,1201
202108,LAND ROVER,604,186.3,604,,523,149
202108,LEXUS,232,150.6,230,2,221,2
202108,MAZDA,3776,130.6,3367,409,1619,
202108,MERCEDES,13945,116.7,12745,1197,6275,4611
202108,MINI,2375,104.4,1889,481,137,137
202108,MITSUBISHI,3389,105.9,3389,,778,778
202108,NISSAN,1590,113.4,1235,355,381,
202108,OPEL,10245,114.5,9223,1022,449,449
202108,PEUGEOT,2921,102.2,2249,672,193,193
202108,POLESTAR,172,,,172,,
202108,PORSCHE,1281,147.1,1009,268,380,380
202108,RENAULT,7642,95,5646,1996,1966,378
202108,SEAT,8872,102.7,8452,419,3537,2866
202108,SKODA,9618,103.8,8035,1582,1196,908
202108,SMART,816,,,816,,
202108,SONSTIGE,2543,153.8,1388,666,339,202
202108,SSANGYONG,184,177.5,184,,,
202108,SUBARU,309,185.6,309,,182,
202108,SUZUKI,2562,121.3,2562,,2559,13
202108,TESLA,3810,,,3810,,
202108,TOYOTA,7114,114.2,7072,3,5214,244
202108,VOLVO,2292,109.8,2228,64,1989,1032
202108,VW,36223,111.3,28714,7462,2685,1770
202107,ALFA ROMEO,230,187.8,230,,,
202107,AUDI,17533,125.7,16532,914,12379,4203
202107,BMW,20437,130.7,19100,1264,9281,3089
202107,CITROEN,4080,194,3879,200,105,105
202107,DACIA,4629,116.9,4081,548,,
202107,DS,224,98.8,205,19,72,72
202107,FIAT,7586,199.3,6326,1256,1342,
202107,FORD,10674,127.9,10224,440,4812,1925
202107,HONDA,748,119.3,673,75,491,
202107,HYUNDAI,10130,91.5,7744,2377,3822,1008
202107,JAGUAR,361,141.7,337,24,236,97
202107,JEEP,1052,136.3,1041,,369,367
202107,KIA,6491,112,5810,681,2168,1098
202107,LAND ROVER,870,178.3,870,,793,262
202107,LEXUS,214,152.8,207,7,191,
202107,MAZDA,3351,131,3005,346,1383,
202107,MERCEDES,21456,125.7,20032,1416,8909,5748
202107,MINI,4247,106,3405,841,214,214
202107,MITSUBISHI,3709,97.8,3709,,1275,1275
202107,NISSAN,1978,135.3,1837,141,699,
202107,OPEL,13631,111.7,12010,1621,458,458
202107,PEUGEOT,4803,101.8,3754,1049,278,278
202107,POLESTAR,185,0.2,2,183,2,2
202107,PORSCHE,2579,194.2,2212,362,338,338
202107,RENAULT,7286,95.7,5482,1803,1309,486
202107,SEAT,8633,100.1,8122,510,3282,2818
202107,SKODA,13034,112.3,11595,1439,1486,1101
202107,SMART,1263,,,1262,,
202107,SONSTIGE,1996,195.2,1338,301,292,164
202107,SSANGYONG,97,183.6,97,,,
202107,SUBARU,373,185,373,,230,
202107,SUZUKI,1997,122.6,1997,,1996,11
202107,TESLA,489,,,489,,
202107,TOYOTA,6653,115.4,6623,,4217,278
202107,VOLVO,3566,116,3471,95,2977,1444
202107,VW,49808,123.6,43929,5801,4389,3313
202106,ALFA ROMEO,347,187.4,347,,,
202106,AUDI,20124,126.7,18826,1241,13216,4056
202106,BMW,21847,130.2,20528,1296,10100,3560
202106,CITROEN,5350,188.1,5158,190,138,138
202106,DACIA,4051,122.7,3678,372,,
202106,DS,173,89.2,144,29,59,59
202106,FIAT,9364,198.5,7996,1362,2148,
202106,FORD,11764,130.2,11523,232,5116,2411
202106,HONDA,741,115.3,660,80,509,
202106,HYUNDAI,11641,94,9043,2588,5284,1043
202106,JAGUAR,449,150.6,404,45,284,78
202106,JEEP,1500,136.2,1492,,596,593
202106,KIA,6583,110,5911,672,2099,1121
202106,LAND ROVER,1085,187.7,1085,,920,250
202106,LEXUS,274,154.7,271,3,246,
202106,MAZDA,4748,136.3,4433,315,2195,
202106,MERCEDES,17723,142.9,16734,984,5449,3438
202106,MINI,4121,105.8,3340,778,258,258
202106,MITSUBISHI,3665,104.3,3665,,1046,1046
202106,NISSAN,2443,129.9,2196,247,134,
202106,OPEL,16535,112.6,14610,1925,390,390
202106,PEUGEOT,5835,108,4893,942,379,379
202106,POLESTAR,152,0.3,3,149,3,3
202106,PORSCHE,2625,190,2306,311,456,456
202106,RENAULT,10407,84.9,7024,3381,1759,562
202106,SEAT,14626,105.2,13782,840,4522,4062
202106,SKODA,15288,112,13351,1928,1514,1179
202106,SMART,1807,0.1,1,1806,,
202106,SONSTIGE,1679,226,1266,153,171,97
202106,SSANGYONG,145,184.2,145,,,
202106,SUBARU,491,186.6,491,,269,
202106,SUZUKI,3757,126.3,3757,,3756,11
202106,TESLA,4466,,,4466,,
202106,TOYOTA,7507,113.8,7474,4,4823,308
202106,VOLVO,3680,122.7,3558,122,3043,1257
202106,VW,57159,121.7,50169,6959,5682,4559
202105,ALFA ROMEO,266,187.2,266,,,
202105,AUDI,18561,128.7,17504,1017,12399,3624
202105,BMW,19668,132.2,18383,1240,9038,2872
202105,CITROEN,5273,187.3,5126,145,127,127
202105,DACIA,2629,134.4,2627,1,,
202105,DS,223,116.1,213,10,59,59
202105,FIAT,9145,231.4,8195,941,1523,
202105,FORD,11632,134.5,11435,190,4227,1851
202105,HONDA,703,118.7,644,59,513,
202105,HYUNDAI,8687,102.7,7411,1265,4355,824
202105,JAGUAR,383,151.6,326,57,182,40
202105,JEEP,1051,140.9,1046,,395,394
202105,KIA,5642,106.2,4894,748,1623,959
202105,LAND ROVER,949,190.2,947,,821,217
202105,LEXUS,184,153.5,180,4,165,
202105,MAZDA,3783,135,3531,252,1753,
202105,MERCEDES,14598,140.5,14002,590,4613,3426
202105,MINI,3611,108.4,2959,639,211,211
202105,MITSUBISHI,3053,112.4,3053,,648,648
202105,NISSAN,1973,115.3,1559,414,43,
202105,OPEL,12374,110.8,10678,1695,449,449
202105,PEUGEOT,5246,110,4410,836,347,347
202105,POLESTAR,181,0.2,2,179,2,2
202105,PORSCHE,2686,185.4,2282,401,395,395
202105,RENAULT,7119,88.7,5013,2106,1334,388
202105,SEAT,11691,108.4,11239,450,3216,3019
202105,SKODA,15269,111,13328,1934,1702,1482
202105,SMART,2200,,,2200,,
202105,SONSTIGE,1727,226.1,1274,178,111,75
202105,SSANGYONG,95,185.4,95,,,
202105,SUBARU,490,185.6,490,,270,
202105,SUZUKI,1941,123.9,1941,,1941,11
202105,TESLA,2744,,,2744,,
202105,TOYOTA,5837,116.1,5804,9,3766,246
202105,VOLVO,3778,125.1,3679,99,3206,1253
202105,VW,45243,119.8,38833,6383,4933,4303
202104,ALFA ROMEO,268,192,268,,,
202104,AUDI,16807,133.4,15621,1125,10192,2679
202104,BMW,20441,130.4,19299,1087,10254,3580
202104,CITROEN,4739,172.8,4583,156,150,150
202104,DACIA,3322,133.4,3322,,,
202104,DS,190,79.9,173,17,107,107
202104,FIAT,7109,229.7,6410,693,1218,
202104,FORD,11917,137.5,11892,17,3865,1374
202104,HONDA,732,118.7,674,58,551,
202104,HYUNDAI,7645,96.3,5842,1796,3413,382
202104,JAGUAR,703,155.2,618,85,360,61
202104,JEEP,1458,152.2,1454,,360,360
202104,KIA,5441,103.4,4651,790,1703,995
202104,LAND ROVER,1616,189,1616,,1395,364
202104,LEXUS,200,175,199,1,161,
202104,MAZDA,3386,138.8,3240,146,1705,
202104,MERCEDES,21992,133,21166,811,7891,6153
202104,MINI,4033,105,3246,785,315,315
202104,MITSUBISHI,2773,110.4,2773,,701,701
202104,NISSAN,2673,121.7,2240,433,,
202104,OPEL,14149,115.7,12779,1370,625,625
202104,PEUGEOT,5301,98.5,4057,1244,443,443
202104,POLESTAR,154,,,154,,
202104,PORSCHE,2014,177.4,1655,359,311,311
202104,RENAULT,8871,101.2,7246,1623,2234,623
202104,SEAT,8979,118.3,8665,306,2224,1969
202104,SKODA,13617,117,12398,1206,1301,1184
202104,SMART,2271,,,2271,,
202104,SONSTIGE,1786,193.2,1064,351,116,66
202104,SSANGYONG,149,186.5,149,,,
202104,SUBARU,434,185.2,434,,211,
202104,SUZUKI,1304,122.7,1304,,1303,1
202104,TESLA,484,,,484,,
202104,TOYOTA,6076,118.9,6026,21,4209,224
202104,VOLVO,3386,117.9,3320,66,2885,1319
202104,VW,43230,122.1,36849,6361,3891,3002
202103,ALFA ROMEO,324,195.1,324,,,
202103,AUDI,22235,135.6,21312,851,14023,3716
202103,BMW,23445,127.9,22106,1246,11568,4541
202103,CITROEN,4765,183,4655,109,142,142
202103,DACIA,3354,134.5,3354,,,
202103,DS,176,106.6,151,25,47,47
202103,FIAT,10130,224.6,9376,748,2419,
202103,FORD,13878,143.5,13866,1,4141,1328
202103,HONDA,594,128.2,551,41,387,
202103,HYUNDAI,10527,86.1,7059,3447,3431,155
202103,JAGUAR,647,171.7,594,53,291,47
202103,JEEP,1293,147.6,1288,,318,318
202103,KIA,6064,107.8,5388,676,1974,1114
202103,LAND ROVER,1650,192.3,1650,,1360,304
202103,LEXUS,307,164.4,298,9,262,
202103,MAZDA,4587,140.7,4377,210,2231,
202103,MERCEDES,27520,131.3,26670,847,10571,8319
202103,MINI,5872,94.3,4188,1674,396,396
202103,MITSUBISHI,2889,109.1,2889,,888,888
202103,NISSAN,4149,126.7,3586,563,,
202103,OPEL,18998,119.5,17620,1378,974,974
202103,PEUGEOT,5631,106.6,4535,1096,338,338
202103,POLESTAR,208,0.1,1,207,1,1
202103,PORSCHE,3008,184.7,2560,448,447,447
202103,RENAULT,10227,97.6,8179,2048,2133,924
202103,SEAT,13895,130.7,13528,362,2507,1928
202103,SKODA,16865,122.6,16266,599,1927,1761
202103,SMART,2592,,,2592,,
202103,SONSTIGE,1890,231.9,1393,187,95,56
202103,SSANGYONG,214,178.7,214,,,
202103,SUBARU,471,182.9,471,,348,
202103,SUZUKI,2315,121.7,2315,,2314,2
202103,TESLA,3703,,,3703,,
202103,TOYOTA,7023,120.4,6959,,4710,51
202103,VOLVO,4353,112.3,4276,77,3858,1938
202103,VW,56550,121.8,49589,6904,7119,5845
202102,ALFA ROMEO,250,182.4,250,,,
202102,AUDI,17054,133.4,15957,1047,10360,2492
202102,BMW,16508,121,15513,884,8527,3751
202102,CITROEN,3290,156.2,3187,103,125,125
202102,DACIA,1805,136.7,1805,,,
202102,DS,148,113.8,136,12,48,48
202102,FIAT,4993,198.1,4528,463,1271,
202102,FORD,10382,137.8,10375,,3434,1106
202102,HONDA,288,115.6,254,34,193,
202102,HYUNDAI,6511,99.7,5042,1452,3041,133
202102,JAGUAR,367,168.4,328,39,158,13
202102,JEEP,701,171.7,697,,106,105
202102,KIA,3878,105.2,3315,563,1186,697
202102,LAND ROVER,1071,179.1,1071,,903,279
202102,LEXUS,163,163.8,163,,128,
202102,MAZDA,1421,141.6,1351,70,679,
202102,MERCEDES,16901,144.7,16631,270,5915,4012
202102,MINI,3312,106.3,2726,585,399,399
202102,MITSUBISHI,1873,113.1,1873,,445,445
202102,NISSAN,2356,130.7,2111,245,,
202102,OPEL,12443,120.8,11782,661,714,714
202102,PEUGEOT,4012,101.4,3127,884,245,245
202102,POLESTAR,104,0.1,1,103,1,1
202102,PORSCHE,1797,185.4,1527,270,255,255
202102,RENAULT,7830,98.5,6175,1655,1324,690
202102,SEAT,8472,132.3,8225,246,1296,838
202102,SKODA,12120,126.6,11770,344,943,840
202102,SMART,1550,,,1550,,
202102,SONSTIGE,1141,226.4,757,81,128,49
202102,SSANGYONG,129,175.3,129,,,
202102,SUBARU,306,183.3,306,,240,
202102,SUZUKI,993,121.4,993,,993,
202102,TESLA,1918,,,1918,,
202102,TOYOTA,4554,124.2,4543,,2527,29
202102,VOLVO,3593,113,3548,45,3185,1624
202102,VW,40115,126.1,35342,4754,3935,2989
202101,ALFA ROMEO,176,188.3,176,,,
202101,AUDI,11616,132.1,10964,634,7613,2087
202101,BMW,16479,121.9,15556,899,8556,3707
202101,CITROEN,2254,153.6,2116,138,102,102
202101,DACIA,1909,136.9,1909,,,
202101,DS,130,119.4,121,9,29,29
202101,FIAT,3773,189.5,3370,403,925,
202101,FORD,10208,135,10195,2,3570,1319
202101,HONDA,286,104.5,224,62,169,
202101,HYUNDAI,4194,89.7,2906,1281,1541,206
202101,JAGUAR,196,143.7,146,50,61,
202101,JEEP,793,145.8,790,,152,152
202101,KIA,3024,104.1,2534,490,890,523
202101,LAND ROVER,634,217.7,634,,560,44
202101,LEXUS,215,161.4,215,,187,
202101,MAZDA,1398,136.2,1272,126,627,
202101,MERCEDES,17912,134.9,17376,534,6678,4534
202101,MINI,1812,119.5,1682,129,281,281
202101,MITSUBISHI,1406,111.8,1406,,391,391
202101,NISSAN,1987,130.7,1784,203,,
202101,OPEL,10220,120,9480,740,307,307
202101,PEUGEOT,3335,100.9,2560,775,232,232
202101,POLESTAR,136,0.1,1,135,1,1
202101,PORSCHE,1933,194.7,1648,278,209,209
202101,RENAULT,8207,105.9,6863,1344,843,549
202101,SEAT,8044,137,7683,356,1013,631
202101,SKODA,11382,124.6,10809,572,1071,992
202101,SMART,1833,,,1833,,
202101,SONSTIGE,1349,191.5,780,221,160,5
202101,SSANGYONG,45,173.2,45,,,
202101,SUBARU,157,183.5,157,,120,
202101,SUZUKI,819,119.9,819,,819,1
202101,TESLA,453,,,453,,
202101,TOYOTA,3626,126.9,3624,,1912,27
202101,VOLVO,3624,108.4,3538,86,3254,1705
202101,VW,34189,125.3,29607,4562,3176,2506
202012,ALFA ROMEO,419,189.1,419,,,
202012,AUDI,19723,128.6,19048,614,12769,5228
202012,BMW,26684,130.9,25371,1250,11286,4346
202012,CITROEN,4591,160.6,4526,64,150,150
202012,DACIA,7621,140.6,7621,,,
202012,DS,387,127.4,357,30,51,51
202012,FIAT,9287,173.9,8565,719,1625,
202012,FORD,18070,149.4,17877,181,4011,329
202012,HONDA,1399,100.4,964,435,564,
202012,HYUNDAI,12741,104.6,9621,3101,4369,248
202012,JAGUAR,903,73,326,577,3,
202012,JEEP,1719,161.2,1710,,247,246
202012,KIA,5391,114.3,4756,635,1369,788
202012,LAND ROVER,1265,201.5,1265,,885,249
202012,LEXUS,437,150.3,429,8,389,
202012,MAZDA,5646,110.8,4137,1509,2100,
202012,MERCEDES,30604,108.8,28791,1797,13337,11295
202012,MINI,4485,111.5,3839,639,539,539
202012,MITSUBISHI,2469,115.1,2469,,803,803
202012,NISSAN,3849,111,2851,998,,
202012,OPEL,15561,120.1,14078,1483,166,166
202012,PEUGEOT,5285,108,4057,1228,122,122
202012,PORSCHE,2813,180.6,2360,452,483,483
202012,RENAULT,14335,70.9,8069,6266,1222,1161
202012,SEAT,10436,111,10054,382,3268,2696
202012,SKODA,19163,126.5,18515,646,1969,1920
202012,SMART,3078,,1,3077,,
202012,SONSTIGE,2497,156.8,1545,588,139,77
202012,SSANGYONG,115,176.1,115,,,
202012,SUBARU,353,184.5,353,,264,
202012,SUZUKI,2200,120.8,2200,,2097,34
202012,TESLA,3545,,,3545,,
202012,TOYOTA,8492,123.9,8490,,5275,89
202012,VOLVO,5691,115.9,5582,109,4622,2386
202012,VW,60140,104.8,46769,13338,6984,5701
202011,ALFA ROMEO,324,185.5,324,,,
202011,AUDI,19149,140.1,18155,913,11124,3279
202011,BMW,24532,130.4,23143,1325,10996,3848
202011,CITROEN,4487,156.4,4441,46,228,228
202011,DACIA,4702,142,4702,,,
202011,DS,268,116.6,239,29,53,53
202011,FIAT,7577,183.6,7419,153,1916,
202011,FORD,19669,144.5,19662,5,5096,256
202011,HONDA,1043,106.5,790,252,530,
202011,HYUNDAI,9936,107.3,7372,2561,1909,127
202011,JAGUAR,483,96.5,218,263,,
202011,JEEP,1449,170.1,1446,,187,187
202011,KIA,5600,121.1,5147,453,1520,733
202011,LAND ROVER,1254,190.3,1253,,844,296
202011,LEXUS,332,148,320,12,301,
202011,MAZDA,5928,120.8,4717,1211,2594,
202011,MERCEDES,32869,126.9,32118,747,11999,9515
202011,MINI,3634,110.5,3036,597,362,362
202011,MITSUBISHI,2910,117.7,2910,,801,796
202011,NISSAN,2975,125.2,2442,533,,
202011,OPEL,18338,123.4,16782,1556,416,416
202011,PEUGEOT,5828,117.4,4834,994,117,117
202011,PORSCHE,2759,175.9,2190,565,393,393
202011,RENAULT,13775,92.9,9313,4461,572,516
202011,SEAT,9291,133.2,8753,538,697,523
202011,SKODA,17094,125.7,16498,595,1664,1648
202011,SMART,3018,,,3018,,
202011,SONSTIGE,2257,169.6,1508,369,245,79
202011,SSANGYONG,116,175.6,116,,,
202011,SUBARU,357,184.3,357,,248,
202011,SUZUKI,2316,116.4,2316,,2188,190
202011,TESLA,1680,,,1680,,
202011,TOYOTA,8498,120.1,8498,,5375,94
202011,VOLVO,4615,113.5,4614,,3737,2148
202011,VW,51087,122.5,44912,6089,5792,4817
202010,ALFA ROMEO,359,190.7,359,,,
202010,AUDI,20922,139.2,19596,1230,10647,3428
202010,BMW,20825,134,19528,1196,8462,2785
202010,CITROEN,3906,158.8,3895,7,233,233
202010,DACIA,4568,142.3,4568,,,
202010,DS,182,99.7,142,40,32,32
202010,FIAT,6733,195.9,6725,,1744,
202010,FORD,16572,144.5,16554,12,4295,163
202010,HONDA,1081,124.7,938,142,589,
202010,HYUNDAI,10458,114.5,8380,2061,2022,177
202010,JAGUAR,412,183.1,354,58,,
202010,JEEP,1131,175.1,1128,,185,185
202010,KIA,6352,121.4,5789,563,1769,757
202010,LAND ROVER,1245,214.8,1242,,803,75
202010,LEXUS,397,146.9,397,,373,
202010,MAZDA,3800,131.1,3347,453,2041,
202010,MERCEDES,32698,135.1,32204,489,10373,8076
202010,MINI,4347,112.6,3630,710,410,410
202010,MITSUBISHI,3432,121.5,3432,,839,839
202010,NISSAN,2616,136.3,2314,301,,
202010,OPEL,16867,126.2,15851,1016,204,204
202010,PEUGEOT,5054,123.4,4378,676,116,116
202010,PORSCHE,2711,197.1,2336,373,302,302
202010,RENAULT,12940,82.2,7920,5020,483,365
202010,SEAT,9944,148.1,9675,269,367,85
202010,SKODA,17151,129.4,16650,495,1238,1237
202010,SMART,2441,,,2441,,
202010,SONSTIGE,2339,184.6,1529,326,243,118
202010,SSANGYONG,131,177.9,131,,,
202010,SUBARU,411,183.5,411,,253,
202010,SUZUKI,2272,130.6,2272,,2100,1
202010,TESLA,252,,,252,,
202010,TOYOTA,7979,119.4,7979,,4770,78
202010,VOLVO,4571,118.6,4571,,3334,1910
202010,VW,47204,129.1,42109,5028,4702,3283
202009,ALFA ROMEO,418,189.6,418,,,
202009,AUDI,16247,140.6,15297,904,8349,3019
202009,BMW,20267,147.3,19170,985,6328,1758
202009,CITROEN,4512,157.6,4506,6,143,143
202009,DACIA,3745,141.2,3745,,,
202009,DS,103,109.2,94,9,35,35
202009,FIAT,9037,190,9031,,2731,
202009,FORD,18696,145.9,18688,,4413,1110
202009,HONDA,1203,121.4,1057,144,626,
202009,HYUNDAI,11744,121.7,10009,1704,1291,196
202009,JAGUAR,532,200.7,512,20,,
202009,JEEP,1788,194.1,1785,,151,151
202009,KIA,6899,113.7,6030,868,1624,972
202009,LAND ROVER,1034,215.2,1034,,581,45
202009,LEXUS,333,149.4,333,,312,
202009,MAZDA,4779,134.4,4231,548,2294,
202009,MERCEDES,27360,138.7,27000,355,8791,6573
202009,MINI,4780,124,4386,388,458,458
202009,MITSUBISHI,3518,126.4,3517,,720,720
202009,NISSAN,3628,138.1,3243,385,,
202009,OPEL,13388,124.4,12534,854,250,250
202009,PEUGEOT,5247,129.7,4869,378,276,276
202009,PORSCHE,2016,212.3,1843,171,235,235
202009,RENAULT,12115,94,8512,3603,399,326
202009,SEAT,11717,146.5,11532,184,803,
202009,SKODA,18152,132,17478,669,835,835
202009,SMART,1661,0.1,1,1660,,
202009,SONSTIGE,1605,166,862,353,181,135
202009,SSANGYONG,142,172.9,142,,,
202009,SUBARU,663,183.6,663,,467,
202009,SUZUKI,2866,132.3,2866,,2446,3
202009,TESLA,3065,,,3065,,
202009,TOYOTA,7796,122.9,7794,,3941,39
202009,VOLVO,3773,128.9,3773,,2109,1236
202009,VW,40398,131.4,36397,3935,3247,1612
202008,ALFA ROMEO,262,194.6,262,,,
202008,AUDI,16405,146.8,15609,697,8220,2313
202008,BMW,21549,149.1,20878,606,6055,1910
202008,CITROEN,4158,168,4146,12,3,3
202008,DACIA,4286,142.4,4286,,,
202008,DS,244,127.7,237,7,54,53
202008,FIAT,7623,228.8,7619,,1269,
202008,FORD,16783,145.1,16774,1,4524,1767
202008,HONDA,1060,137.9,1042,18,563,
202008,HYUNDAI,10964,121.8,9234,1712,1301,196
202008,JAGUAR,298,177,261,37,,
202008,JEEP,1999,208.5,1992,,204,204
202008,KIA,6185,113.5,5345,839,1417,933
202008,LAND ROVER,701,220.4,701,,296,38
202008,LEXUS,263,154,261,,235,
202008,MAZDA,3166,148.8,3134,32,1791,
202008,MERCEDES,27906,148,27631,265,7575,5243
202008,MINI,4070,124.2,3596,471,221,221
202008,MITSUBISHI,3485,129.6,3485,,642,642
202008,NISSAN,2953,135.7,2595,358,,
202008,OPEL,9499,124.9,8896,603,236,236
202008,PEUGEOT,4746,133.8,4397,349,144,144
202008,PORSCHE,1712,200.3,1496,216,233,233
202008,RENAULT,11435,108,9224,2210,213,148
202008,SEAT,10907,148.3,10818,86,293,
202008,SKODA,15686,138.6,15343,339,408,408
202008,SMART,1379,0.4,4,1375,,
202008,SONSTIGE,2306,172,1343,473,156,78
202008,SSANGYONG,183,174.5,183,,,
202008,SUBARU,434,183.9,434,,274,
202008,SUZUKI,1867,137.5,1867,,1337,
202008,TESLA,2846,,,2846,,
202008,TOYOTA,7170,125.8,7170,,4225,38
202008,VOLVO,2672,135.5,2672,,1314,792
202008,VW,43842,138.5,41230,2524,2985,1495
202007,ALFA ROMEO,235,192.3,234,,,
202007,AUDI,22865,154.6,22061,697,11471,2471
202007,BMW,28272,145.2,27387,812,6721,2896
202007,CITROEN,4516,179.5,4497,18,30,30
202007,DACIA,5560,144.1,5560,,,
202007,DS,239,128,229,10,46,46
202007,FIAT,9798,237.7,9792,,1035,
202007,FORD,20453,143.8,20431,4,4430,1865
202007,HONDA,1290,135.4,1247,43,672,
202007,HYUNDAI,11060,119.1,8915,2114,1161,187
202007,JAGUAR,470,177.1,397,73,,
202007,JEEP,1854,218.1,1846,,59,59
202007,KIA,7970,114,6870,1100,1573,1047
202007,LAND ROVER,848,227.6,848,,325,28
202007,LEXUS,268,149.7,268,,244,
202007,MAZDA,3848,151.4,3848,,2249,
202007,MERCEDES,34393,154.2,34088,300,7866,4622
202007,MINI,5892,125.2,5200,687,285,285
202007,MITSUBISHI,4949,127.4,4949,,597,597
202007,NISSAN,3473,140.2,3169,304,,
202007,OPEL,11746,132.8,11612,134,771,771
202007,PEUGEOT,5523,145.2,5383,139,142,142
202007,PORSCHE,3143,209.8,2796,346,253,253
202007,RENAULT,12839,106,9988,2851,124,84
202007,SEAT,12262,149.7,12031,228,154,4
202007,SKODA,22084,138.8,21433,650,609,609
202007,SMART,1806,0.1,1,1805,,
202007,SONSTIGE,2144,218.5,1409,178,213,90
202007,SSANGYONG,268,172.3,268,,,
202007,SUBARU,749,184,749,,477,
202007,SUZUKI,2135,138.8,2135,,1451,
202007,TESLA,203,,,203,,
202007,TOYOTA,7512,127.1,7512,,4252,33
202007,VOLVO,4557,136.4,4557,,2430,1472
202007,VW,59714,141.6,55544,4102,2848,1528
202006,ALFA ROMEO,184,198.1,184,,,
202006,AUDI,15597,156.3,14955,546,7399,1759
202006,BMW,18075,153.9,17593,427,2687,1215
202006,CITROEN,4008,176,3994,13,,
202006,DACIA,3452,145.5,3451,,,
202006,DS,181,134.3,176,5,34,34
202006,FIAT,9141,227.1,9130,,679,
202006,FORD,16145,148,16139,3,1992,952
202006,HONDA,1064,122.6,988,76,480,
202006,HYUNDAI,6414,139.8,5938,452,735,85
202006,JAGUAR,520,181.5,452,68,,
202006,JEEP,1310,210.5,1306,,,
202006,KIA,4110,131.8,3738,372,533,203
202006,LAND ROVER,921,228.6,921,,305,57
202006,LEXUS,241,158.9,241,,194,
202006,MAZDA,2986,151.5,2957,29,1613,
202006,MERCEDES,21970,163.4,21812,149,4169,2236
202006,MINI,3239,136.5,3127,110,160,160
202006,MITSUBISHI,4654,119.3,4652,,861,861
202006,NISSAN,2477,152.7,2419,58,,
202006,OPEL,9764,133.2,9645,119,456,456
202006,PEUGEOT,4815,146.6,4775,39,93,93
202006,PORSCHE,2407,203.4,2159,246,303,303
202006,RENAULT,10642,117.5,9193,1448,5,5
202006,SEAT,8993,149.2,8900,92,196,2
202006,SKODA,13595,141.2,13338,255,330,330
202006,SMART,580,0.2,1,579,,
202006,SONSTIGE,1485,224,1154,104,86,27
202006,SSANGYONG,151,171.2,150,1,,
202006,SUBARU,352,184.7,352,,208,
202006,SUZUKI,1212,143.1,1212,,725,
202006,TESLA,841,,,841,,
202006,TOYOTA,4973,128.4,4973,,2814,17
202006,VOLVO,4647,141.5,4647,,2073,1339
202006,VW,39126,147.8,36965,2087,1124,615
202005,ALFA ROMEO,178,195.3,178,,,
202005,AUDI,13915,153.1,13305,585,6498,1442
202005,BMW,10240,157.3,9967,227,1534,1038
202005,CITROEN,4230,184.2,4226,3,,
202005,DACIA,2856,148.9,2852,,,
202005,DS,200,129.1,195,5,47,47
202005,FIAT,8609,257.1,8605,,305,
202005,FORD,11156,153.8,11151,3,1258,485
202005,HONDA,554,153.4,543,11,143,
202005,HYUNDAI,5749,138.1,5275,452,687,108
202005,JAGUAR,500,186.9,466,34,,
202005,JEEP,748,212.7,743,,,
202005,KIA,3612,133.4,3335,277,481,214
202005,LAND ROVER,1050,218.2,1050,,487,38
202005,LEXUS,200,154,200,,184,
202005,MAZDA,2734,152.3,2734,,1498,
202005,MERCEDES,17134,172.8,17080,49,3147,1168
202005,MINI,1853,134.7,1741,110,66,66
202005,MITSUBISHI,4139,134.6,4139,,241,241
202005,NISSAN,1570,144.9,1455,115,,
202005,OPEL,8742,132.9,8647,95,243,243
202005,PEUGEOT,3899,149.5,3892,7,188,188
202005,PORSCHE,1745,209.8,1558,185,151,151
202005,RENAULT,6869,120.4,5973,896,,
202005,SEAT,5494,150.5,5426,67,163,2
202005,SKODA,9768,144.9,9665,103,177,175
202005,SMART,379,0.4,1,378,,
202005,SONSTIGE,1188,235.5,890,54,124,60
